Nome do Produto,Complemento da Marca,Princípio Ativo ou Descrição do Medicamento Notificado,Tipo de Regularização,Número da Regularização,Número do Processo,Empresa Detentora da Regularização,Situação da Regularização,Vencimento da Regularização
cloridrato de fexofenadina,,CLORIDRATO DE FEXOFENADINA,REGISTRADO,156490006,25351.337320/2009-17,UNICHEM FARMACÊUTICA DO BRASIL LTDA - 05.399.786/0001-85,Ativo,01/2029
rivaroxabana,,RIVAROXABANA,REGISTRADO,100431361,25351.176111/2020-99,EUROFARMA LABORATÓRIOS S.A. - 61.190.096/0001-92,Ativo,11/2031
TISMO,,HARPAGOPHYTUM PROCUMBENS DC. EX MEISSN.,REGISTRADO,167730656,25351.737015/2019-96,LEGRAND PHARMA INDÚSTRIA FARMACÊUTICA LTDA - 05.044.984/0001-26,Ativo,10/2030
Hedera Cimed,,HEDERA HELIX L.,REGISTRADO,143810202,25351.795089/2016-72,CIMED INDUSTRIA S.A - 02.814.497/0001-07,Ativo,03/2028
LIBIAM,,TIBOLONA,REGISTRADO,100330087,25000.012100/99-03,LIBBS FARMACÊUTICA LTDA - 61.230.314/0001-75,Ativo,08/2029
COLLECTRO,,OXALIPLATINA,REGISTRADO,188300071,25351.864266/2018-61,VIATRIS FARMACEUTICA DO BRASIL LTDA - 11.643.096/0001-22,Ativo,07/2029
ELIM,,AZITROMICINA DI-hIDRATADA,REGISTRADO,125680356,25351.435638/2024-94,PRATI DONADUZZI & CIA LTDA - 73.856.593/0001-66,Ativo,02/2035
Leite de magnésia salud,,SUSPENSÃO DE HIDRÓXIDO DE MAGNÉSIO 8% C,NOTIFICADO,         ,,AIRELA INDÚSTRIA FARMACÊUTICA LTDA. - 01.858.973/0001-29,Ativo,11/2034
OXALIPLATINA,,OXALIPLATINA,REGISTRADO,116370135,25351.009338/2012-35,BLAU FARMACÊUTICA S.A. - 58.430.828/0001-60,Ativo,02/2026
PROPIONATO DE CLOBETASOL,,PROPIONATO DE CLOBETASOL,REGISTRADO,125680241,25351.473724/2009-05,PRATI DONADUZZI & CIA LTDA - 73.856.593/0001-66,Ativo,07/2028
AMOXICILINA,,AMOXICILINA TRI-hIDRATADA,REGISTRADO,155840102,25351.534966/2011-15,BRAINFARMA INDÚSTRIA QUÍMICA E FARMACÊUTICA S.A - 05.161.069/0001-10,Ativo,11/2028
RELYON,,CLORIDRATO DE REMIFENTANILA,REGISTRADO,105730042,25351.927837/2021-81,ACHÉ LABORATÓRIOS FARMACÊUTICOS S.A - 60.659.463/0029-92,Ativo,02/2033
KEMYZA,,ONDANSETRONA,REGISTRADO,151430093,25351.205543/2022-86,DR. REDDYS FARMACÊUTICA DO BRASIL LTDA - 03.978.166/0001-75,Ativo,06/2035
maleato de enalapril + hidroclorotiazida,,"MALEATO DE ENALAPRIL, HIDROCLOROTIAZIDA",REGISTRADO,167730597,25351.366619/2018-62,LEGRAND PHARMA INDÚSTRIA FARMACÊUTICA LTDA - 05.044.984/0001-26,Ativo,09/2028
claritromicina,,CLARITROMICINA,REGISTRADO,141070628,25351.495528/2016-01,PHARLAB INDÚSTRIA FARMACÊUTICA S.A. - 02.501.297/0001-02,Ativo,01/2030
OPTINÓVIS,,ranibizumabe,REGISTRADO,145310003,25351.008495/2025-22,BIONOVIS S.A. - COMPANHIA BRASILEIRA DE BIOTECNOLOGIA FARMACEUTICA - 12.320.079/0001-17,Ativo,09/2035
EZONIA,,ESZOPICLONA,REGISTRADO,100431358,25351.843844/2021-21,EUROFARMA LABORATÓRIOS S.A. - 61.190.096/0001-92,Ativo,09/2030
COSENTYX,,secuquinumabe,REGISTRADO,100681122,25351.101731/2014-91,NOVARTIS BIOCIENCIAS S.A - 56.994.502/0001-30,Ativo,12/2025
EMSFEB EFE,,"PARACETAMOL, CLORIDRATO DE PSEUDOEFEDRINA",REGISTRADO,102351271,25351.203681/2017-63,EMS S/A - 57.507.378/0003-65,Ativo,08/2028
BIOGAM,,IMUNOGLOBULINA HUMANA ,REGISTRADO,192000001,25351.839538/2020-18,ASP-FARMACÊUTICA LTDA - 28.942.435/0001-74,Ativo,09/2033
bromoprida,,BROMOPRIDA,REGISTRADO,147610029,25351.356337/2017-76,NATIVITA IND. COM. LTDA. - 65.271.900/0001-19,Ativo,04/2028
REVECTINA,,IVERMECTINA,REGISTRADO,105530351,25351.261048/2011-72,ABBOTT LABORATÓRIOS DO BRASIL LTDA - 56.998.701/0001-16,Ativo,03/2029
GLICOSE,"GLICOSE 5%, GLICOSE 10%",GLICOSE,REGISTRADO,116880033,25351.587743/2017-89,FARMARIN INDUSTRIA E COMERCIO LTDA - 58.635.830/0001-75,Ativo,02/2029
BRASART BCC,,"VALSARTANA, BESILATO DE ANLODIPINO",REGISTRADO,135690702,25351.437164/2016-13,EMS SIGMA PHARMA LTDA - 00.923.140/0001-31,Ativo,01/2027
DIPIRONA SODICA,,DIPIRONA,REGISTRADO,125680040,25351.039514/01-79,PRATI DONADUZZI & CIA LTDA - 73.856.593/0001-66,Ativo,01/2027
EPOCLER,,"CITRATO DE COLINA, BETAÍNA, DL-METIONINA, racemetionina",REGISTRADO,178170079,25351.637612/2009-19,COSMED INDUSTRIA DE COSMETICOS E MEDICAMENTOS S.A. - 61.082.426/0002-07,Ativo,12/2025
OSELGUARD,,FOSFATO DE OSELTAMIVIR,REGISTRADO,110360269,25351.942073/2024-05,HEMAFARMA COM E IND FARMACEUTICA LTDA - 30.332.829/0001-52,Ativo,04/2034
afolimax,,ÁCIDO FÓLICO C,NOTIFICADO,         ,,AIRELA INDÚSTRIA FARMACÊUTICA LTDA. - 01.858.973/0001-29,Ativo,09/2031
CLOPIVIX,,BISSULFATO DE CLOPIDOGREL,REGISTRADO,151430013,25351.509662/2006-95,DR. REDDYS FARMACÊUTICA DO BRASIL LTDA - 03.978.166/0001-75,Ativo,11/2027
DIMORF BOLSA,,SULFATO DE MORFINA PENTAIDRATADO,REGISTRADO,102980605,25351.522650/2022-76,CRISTÁLIA PRODUTOS QUÍMICOS FARMACÊUTICOS LTDA. - 44.734.671/0001-51,Ativo,12/2034
PROPRANOLOL,,CLORIDRATO DE PROPRANOLOL,REGISTRADO,135690710,25351.384745/2015-56,EMS SIGMA PHARMA LTDA - 00.923.140/0001-31,Ativo,03/2027
succinato de metoprolol,,SUCCINATO DE METOPROLOL,REGISTRADO,105730112,25351.007414/2025-77,ACHÉ LABORATÓRIOS FARMACÊUTICOS S.A - 60.659.463/0029-92,Ativo,05/2035
PERMANGANATO DE POTÁSSIO UNIPHAR,,PERMANGANATO DE POTÁSSIO (PÓ) C,NOTIFICADO,         ,,J.R.D.INDUSTRIA FARMACEUTICA LTDA. - 03.869.526/0002-81,Ativo,10/2031
ATESTO,,UNDECILATO DE TESTOSTERONA,REGISTRADO,103720288,25351.361423/2019-62,SUPERA FARMA LABORATÓRIOS S.A - 43.312.503/0001-05,Ativo,09/2029
besilato de cisatracúrio,,BESILATO DE CISATRACÚRIO,REGISTRADO,105730704,25351.012036/2019-03,ACHÉ LABORATÓRIOS FARMACÊUTICOS S.A - 60.659.463/0029-92,Ativo,06/2028
CLORIDRATO DE ZIPRASIDONA,,CLORIDRATO DE ZIPRASIDONA MONOIDRATADO,REGISTRADO,102351095,25351.435315/2012-16,EMS S/A - 57.507.378/0003-65,Ativo,12/2028
hemitartarato de zolpidem,,HEMITARTARATO DE ZOLPIDEM,REGISTRADO,100431292,25351.637250/2018-88,EUROFARMA LABORATÓRIOS S.A. - 61.190.096/0001-92,Ativo,01/2030
XARELTO,,RIVAROXABANA,REGISTRADO,170560128,25351.154635/2021-18,BAYER S.A. - 18.459.628/0001-15,Ativo,12/2032
BE BETTER Gliconato Clorexidina 1%,,GLICONATO DE CLOREXIDINA 1% (SOLUÇÃO AQUOSA) C,NOTIFICADO,         ,,LABORATORIO TAYUYNA LTDA - 60.879.848/0001-64,Ativo,03/2030
ELREXFIO,,ELRANATAMABE,REGISTRADO,121100493,25351.104493/2023-00,PFIZER BRASIL LTDA - 61.072.393/0001-33,Ativo,10/2026
NARIDRIN,,"CLORIDRATO DE NAFAZOLINA, MALEATO DE MEPIRAMINA, DEXPANTENOL",REGISTRADO,102350145,25992.010523/60,EMS S/A - 57.507.378/0003-65,Ativo,09/2035
fumarato de formoterol di-hidratado + budesonida,ALENIA 6/100,"fumarato de formoterol di-hidratado, BUDESONIDA",REGISTRADO,105730652,25351.693830/2018-55,ACHÉ LABORATÓRIOS FARMACÊUTICOS S.A - 60.659.463/0029-92,Ativo,11/2026
LESTALGYN,,"MALEATO DE DEXCLORFENIRAMINA, BETAMETASONA",REGISTRADO,103700642,25351.562908/2014-67,LABORATÓRIO TEUTO BRASILEIRO S/A - 17.159.229/0001-76,Ativo,08/2035
NEOSALDINA MUSCULAR MAX,,"dipirona monoidratada, CAFEÍNA ANIDRA, CITRATO DE ORFENADRINA",REGISTRADO,178170975,25351.024120/2022-67,COSMED INDUSTRIA DE COSMETICOS E MEDICAMENTOS S.A. - 61.082.426/0002-07,Ativo,09/2034
NITRATO DE MICONAZOL,,NITRATO DE MICONAZOL 20 MG/G (CREME DERMATOLÓGICO) C,NOTIFICADO,         ,,LABORATORIO GLOBO SA - 17.115.437/0001-73,Ativo,09/2034
óleo mineral 100%,,ÓLEO MINERAL 100% C,NOTIFICADO,         ,,CIMED INDUSTRIA S.A - 02.814.497/0002-98,Ativo,12/2026
Stongel,,HIDRÓXIDO DE MAGNÉSIO 400 MG + HIDRÓXIDO DE ALUMÍNIO 400 MG (COMPRIMIDO MASTIGÁVEL) C,NOTIFICADO,         ,,CAZI QUIMICA FARMACEUTICA INDUSTRIA E COMERCIO LTDA - 44.010.437/0001-81,Ativo,08/2027
LAMOTRIGINA,,LAMOTRIGINA,REGISTRADO,125680275,25351.518169/2012-03,PRATI DONADUZZI & CIA LTDA - 73.856.593/0001-66,Ativo,02/2029
alendronato de sódio,,alendronato de sódio,REGISTRADO,104810144,25351.595445/2018-43,1FARMA INDUSTRIA FARMACEUTICA LTDA - 48.113.906/0001-49,Ativo,10/2028
BIMZELX,,BIMEQUIZUMABE,REGISTRADO,123610095,25351.243601/2022-70,UCB BIOPHARMA LTDA. - 64.711.500/0001-14,Ativo,11/2033
CLORTALIL,,CLORTALIDONA,REGISTRADO,135690691,25351.300587/2015-90,EMS SIGMA PHARMA LTDA - 00.923.140/0001-31,Ativo,11/2026
valerato de estradiol,,VALERATO DE ESTRADIOL MICRONIZADO,REGISTRADO,167730622,25351.138530/2016-46,LEGRAND PHARMA INDÚSTRIA FARMACÊUTICA LTDA - 05.044.984/0001-26,Ativo,04/2029
CARVYKTI®,,CILTACABTAGENO AUTOLEUCEL,REGISTRADO,112363437,25351.406211/2021-36,JANSSEN-CILAG FARMACÊUTICA LTDA - 51.780.468/0001-87,Ativo,03/2027
ESTALIS,,"ACETATO DE NORETISTERONA, ESTRADIOL",REGISTRADO,100470656,25351.387437/2023-92,SANDOZ DO BRASIL INDÚSTRIA FARMACÊUTICA LTDA - 61.286.647/0001-16,Ativo,04/2035
FEN,,ÁCIDO MEFENÂMICO,REGISTRADO,100431309,25351.415079/2013-98,EUROFARMA LABORATÓRIOS S.A. - 61.190.096/0001-92,Ativo,06/2030
NISTRAZIN,,NISTATINA,REGISTRADO,154230091,25351.030040/2006-21,GEOLAB INDÚSTRIA FARMACÊUTICA S/A - 03.485.572/0001-04,Ativo,07/2027
DETRUSITOL,DETRUSITOL LA,TARTARATO DE TOLTERODINA,REGISTRADO,188300109,25351.432393/2024-43,VIATRIS FARMACEUTICA DO BRASIL LTDA - 11.643.096/0001-22,Ativo,06/2028
DIPRIN,,dipirona monoidratada,REGISTRADO,154230356,25351.048887/2024-43,GEOLAB INDÚSTRIA FARMACÊUTICA S/A - 03.485.572/0001-04,Ativo,07/2034
prednisona,,PREDNISONA,REGISTRADO,105830839,25351.422971/2015-42,GERMED FARMACEUTICA LTDA - 45.992.062/0001-65,Ativo,12/2026
RILUZOL,,RILUZOL,REGISTRADO,102980402,25351.528110/2012-56,CRISTÁLIA PRODUTOS QUÍMICOS FARMACÊUTICOS LTDA. - 44.734.671/0001-51,Ativo,10/2028
PATZ CR,,HEMITARTARATO DE ZOLPIDEM,REGISTRADO,135690745,25351.571850/2020-91,EMS SIGMA PHARMA LTDA - 00.923.140/0001-31,Ativo,06/2033
repaglinida,,REPAGLINIDA,REGISTRADO,118190418,25351.065475/2022-14,MULTILAB INDUSTRIA E COMERCIO DE PRODUTOS FARMACEUTICOS LTDA - 92.265.552/0009-05,Ativo,01/2027
VYCRIS,,SULFATO DE VINCRISTINA,REGISTRADO,106460236,25351.354865/2024-10,LABORATÓRIO QUÍMICO FARMACÊUTICO BERGAMO LTDA - 61.282.661/0001-41,Ativo,09/2034
JAYPIRCE,,PIRTOBRUTINIBE,REGISTRADO,112600203,25351.424978/2022-28,ELI LILLY DO BRASIL LTDA - 43.940.618/0001-44,Ativo,11/2026
ASSEPTCARE,,GLICONATO DE CLOREXIDINA 1% (SOLUÇÃO AQUOSA) C,NOTIFICADO,         ,,BRAINFARMA INDUSTRIA QUÍMICA E FARMACÊUTICA S/A - 05.161.069/0005-44,Ativo,09/2034
"CLORETO DE SÓDIO 0,9%",,CLORETO DE SÓDIO,REGISTRADO,100431047,25351.279549/2011-95,EUROFARMA LABORATÓRIOS S.A. - 61.190.096/0001-92,Ativo,05/2027
Inovelon,,RUFINAMIDA,REGISTRADO,125760028,25351.174149/2018-11,UNITED MEDICAL LTDA - 68.949.239/0001-46,Ativo,09/2026
NEOZINE,,"CLORIDRATO DE LEVOMEPROMAZINA, MALEATO DE LEVOMEPROMAZINA",REGISTRADO,115240021,25351.392223/2024-19,BLANVER FARMOQUIMICA E FARMACEUTICA S.A. - 53.359.824/0001-19,Ativo,11/2027
ÁGUA OXIGENADA 10 VOLUMES NEXTER,,SOLUÇÃO DE PERÓXIDO DE HIDROGÊNIO 3% C,NOTIFICADO,         ,,FARMAX S.A. - 21.759.758/0001-88,Ativo,09/2034
domperidona,,DOMPERIDONA,REGISTRADO,183260145,25351.696307/2014-91,SANOFI MEDLEY FARMACÊUTICA LTDA. - 10.588.595/0010-92,Ativo,12/2026
pregabalina,,PREGABALINA,REGISTRADO,105250077,25351.324885/2013-80,TORRENT DO BRASIL LTDA - 33.078.528/0001-32,Ativo,05/2029
AMOXICILINA,,AMOXICILINA,REGISTRADO,103700504,25351.244706/2006-26,LABORATÓRIO TEUTO BRASILEIRO S/A - 17.159.229/0001-76,Ativo,04/2028
aziol,,SUSPENSÃO DE HIDRÓXIDO DE ALUMÍNIO 6% C,NOTIFICADO,         ,,CIMED INDUSTRIA S.A - 02.814.497/0002-98,Ativo,10/2027
dapagliflozina propanodiol,,DAPAGLIFLOZINA PROPANODIOL MONOIDRATADO,REGISTRADO,116180292,25351.626899/2021-79,ASTRAZENECA DO BRASIL LTDA - 60.318.797/0001-00,Ativo,10/2031
INSUNORM N,,INSULINA HUMANA,REGISTRADO,116640008,25351.010659/2025-81,BIOCON BIOLOGICS DO BRASIL LTDA - 38.108.988/0001-80,Ativo,05/2029
PLIAGLIS,CREME,"LIDOCAÍNA, TETRACAÍNA",REGISTRADO,101430075,25351.394514/2024-41,MEGALABS FARMACEUTICA S.A. - 33.026.055/0001-20,Ativo,09/2028
VIKATRON,,FITOMENADIONA,REGISTRADO,116370079,25351.323734/2013-50,BLAU FARMACÊUTICA S.A. - 58.430.828/0001-60,Ativo,05/2029
HPMIX,,ACICLOVIR,REGISTRADO,105730522,25351.291148/2018-21,ACHÉ LABORATÓRIOS FARMACÊUTICOS S.A - 60.659.463/0029-92,Ativo,09/2028
gliclazida,,GLICLAZIDA,REGISTRADO,123520269,25351.479849/2015-84,RANBAXY FARMACÊUTICA LTDA - 73.663.650/0001-90,Ativo,06/2030
NOVOTRAM,,CLORIDRATO DE TRAMADOL,REGISTRADO,178170844,25351.303101/2017-37,COSMED INDUSTRIA DE COSMETICOS E MEDICAMENTOS S.A. - 61.082.426/0002-07,Ativo,07/2027
OLMESARTANA MEDOXOMILA+BESILATO DE ANLODIPINO,,"OLMESARTANA MEDOXOMILA, BESILATO DE ANLODIPINO",REGISTRADO,102351151,25351.176076/2014-78,EMS S/A - 57.507.378/0003-65,Ativo,04/2026
PROLUTEX,,PROGESTERONA,REGISTRADO,187590014,25351.037037/2024-10,Besins Healthcare Brasil Comercial e Distribuidora de Medicamentos Ltda - 11.082.598/0003-93,Ativo,09/2033
SECTIL,,SECNIDAZOL,REGISTRADO,100380096,25351.724713/2011-99,BRASTERAPICA PHARMACEUTICA LTDA. - 46.179.008/0001-68,Ativo,12/2028
FAMOX,,FAMOTIDINA,REGISTRADO,105730052,25351.290805/2022-08,ACHÉ LABORATÓRIOS FARMACÊUTICOS S.A - 60.659.463/0029-92,Ativo,07/2033
tibolona,,TIBOLONA,REGISTRADO,118190462,25351.068256/2022-89,MULTILAB INDUSTRIA E COMERCIO DE PRODUTOS FARMACEUTICOS LTDA - 92.265.552/0009-05,Ativo,01/2027
bromoprida,,BROMOPRIDA,REGISTRADO,105830681,25351.036067/2009-09,GERMED FARMACEUTICA LTDA - 45.992.062/0001-65,Ativo,04/2035
CYCLOFLUOR,12 HORAS ,FLUDESOXIGLICOSE 18F,REGISTRADO,197770001,25351.391755/2015-84,Cyclopet Radiofarmacos ltda - 09.225.881/0001-13,Ativo,11/2028
Menaka,,MENAEPTENONA,REGISTRADO,114620035,25351.545798/2017-11,MYRALIS INDÚSTRIA FARMACÊUTICA LTDA - 17.440.261/0001-25,Ativo,11/2029
PREDSIGMA,,"FOSFATO SÓDICO DE PREDNISOLONA, PREDNISOLONA",REGISTRADO,118190348,25351.065408/2022-91,MULTILAB INDUSTRIA E COMERCIO DE PRODUTOS FARMACEUTICOS LTDA - 92.265.552/0009-05,Ativo,03/2026
HALDOL DECANOATO,,DECANOATO DE HALOPERIDOL,REGISTRADO,164250008,25351.019673/2025-41,MOKSHA8 BRASIL INDUSTRIA E COMERCIO DE MEDICAMENTOS LTDA - 07.591.326/0001-80,Ativo,08/2026
LORDOZY,,ETORICOXIBE,REGISTRADO,156510086,25351.773433/2014-32,ZYDUS NIKKHO FARMACÊUTICA LTDA - 05.254.971/0001-81,Ativo,07/2030
Vacina Contra Raiva Uso Humano,,vírus rábico inativado,REGISTRADO,122340038,25351.077329/2006-11,INSTITUTO BUTANTAN - 61.821.344/0001-56,Ativo,03/2028
ezetimiba + sinvastatina,,"EZETIMIBA, SINVASTATINA",REGISTRADO,155840647,25351.576004/2020-67,BRAINFARMA INDÚSTRIA QUÍMICA E FARMACÊUTICA S.A - 05.161.069/0001-10,Ativo,02/2033
VIMPAT,,lacosamida,REGISTRADO,123610081,25351.116566/2013-91,UCB BIOPHARMA LTDA. - 64.711.500/0001-14,Ativo,02/2029
LISADOR DIP,DIP,dipirona monoidratada,REGISTRADO,178170877,25351.320004/2019-71,COSMED INDUSTRIA DE COSMETICOS E MEDICAMENTOS S.A. - 61.082.426/0002-07,Ativo,08/2029
VITACID ACNE,,"TRETINOÍNA, FOSFATO DE CLINDAMICINA",REGISTRADO,101910303,25351.341612/2010-44,THERASKIN FARMACEUTICA LTDA. - 61.517.397/0001-88,Ativo,03/2026
ARISTAB,,ARIPIPRAZOL,REGISTRADO,105730425,25351.707559/2010-65,ACHÉ LABORATÓRIOS FARMACÊUTICOS S.A - 60.659.463/0029-92,Ativo,04/2027
PULMONARE,,ACETILCISTEÍNA,REGISTRADO,115600206,25351.322564/2014-57,CIFARMA CIENTÍFICA FARMACÊUTICA LTDA - 17.562.075/0001-69,Ativo,10/2029
AEROFENO,,"LOBELIA INFLATA 5C, IPECACUANHA 5C, ARSENICUM IODATUM 6C, NATRUM SULFURICUM 6C, GRINDELIA ROBUSTA 5C",NOTIFICADO,         ,,HOMEOPATIA WALDEMIRO PEREIRA LABORATORIO INDUSTRIAL FARMACEUTICO LTDA - 76.440.528/0001-43,Ativo,10/2031
HEPATOPLANTAS,,PEUMUS BOLDUS MOLINA,REGISTRADO,116780017,25351.808547/2008-01,AS ERVAS CURAM INDUSTRIA FARMACEUTICA LTDA - 79.634.572/0001-82,Ativo,12/2029
fumasil,,"ARGENTUM NITRICUM 7D, CALADIUM SEGUINUM 20D, LOBELIA INFLATA 4D, PLANTAGO MAJOR 4D",NOTIFICADO,         ,,Farmoquimica S/A - 33.349.473/0003-10,Ativo,03/2035
RIFOTRAT,,RIFAMICINA,REGISTRADO,138410022,25351.191361/2005-10,NATULAB LABORATORIO S.A - 02.456.955/0001-83,Ativo,10/2025
CUPRIMINE,,PENICILAMINA,REGISTRADO,109170131,25351.646234/2022-62,MEDQUIMICA INDUSTRIA FARMACEUTICA LTDA. - 17.875.154/0001-20,Ativo,04/2035
KURAMEDHEMOFISS,,POMADA PARA FISSURAS DE PERÍNEO C,NOTIFICADO,         ,,CIMED INDUSTRIA S.A - 02.814.497/0002-98,Ativo,06/2035
meloxicam,,MELOXICAM,REGISTRADO,125680305,25351.267448/2014-05,PRATI DONADUZZI & CIA LTDA - 73.856.593/0001-66,Ativo,12/2029
olmesartana medoxomila,,OLMESARTANA MEDOXOMILA,REGISTRADO,118190438,25351.065503/2022-95,MULTILAB INDUSTRIA E COMERCIO DE PRODUTOS FARMACEUTICOS LTDA - 92.265.552/0009-05,Ativo,05/2030
ULTRACET,,"CLORIDRATO DE TRAMADOL, PARACETAMOL",REGISTRADO,112363356,25351.009096/00-41,JANSSEN-CILAG FARMACÊUTICA LTDA - 51.780.468/0001-87,Ativo,08/2027
KIMMTRAK,,TEBENTAFUSPE,REGISTRADO,191320001,25351.797546/2023-14,MEDISON PHARMA BRASIL PRODUTOS FARMACEUTICOS LTDA. - 48.682.588/0001-37,Ativo,02/2035
CLORIDRATO DE METFORMINA,,CLORIDRATO DE METFORMINA,REGISTRADO,110390193,25351.371104/2014-51,FUNDAÇÃO PARA O REMÉDIO POPULAR - FURP - 43.640.754/0001-19,Ativo,11/2029
LQFEX - INSULINA HUMANA R,,INSULINA HUMANA,REGISTRADO,112080085,25351.626681/2020-33,LABORATÓRIO QUÍMICO FARMACÊUTICO DO EXÉRCITO - 00.394.452/0001-03,Ativo,03/2031
ARISCORTEN,,HIDROCORTISONA,REGISTRADO,116370119,25351.325137/2013-84,BLAU FARMACÊUTICA S.A. - 58.430.828/0001-60,Ativo,08/2028
LUFTAL GEL CAPS,,SIMETICONA 125 MG (CÁPSULA GELATINOSA MOLE) C,NOTIFICADO,         ,,RECKITT BENCKISER (BRASIL) LTDA - 59.557.124/0001-15,Ativo,10/2034
mirtazapina,,MIRTAZAPINA,REGISTRADO,105350235,25351.551135/2023-84,LABORATÓRIO GLOBO SA - 17.115.437/0001-73,Ativo,09/2033
cloridrato de nebivolol,,cloridrato de nebivolol,REGISTRADO,109740332,25351.752126/2021-47,BIOLAB SANUS FARMACÊUTICA LTDA - 49.475.833/0001-06,Ativo,06/2026
IBUGLOBO,,IBUPROFENO,REGISTRADO,105350231,25351.001516/2023-17,LABORATÓRIO GLOBO SA - 17.115.437/0001-73,Ativo,01/2033
daptomicina,,DAPTOMICINA,REGISTRADO,155620063,25351.424186/2021-72,ANTIBIÓTICOS DO BRASIL LTDA - 05.439.635/0001-03,Ativo,02/2034
etoricoxibe,,ETORICOXIBE,REGISTRADO,105831002,25351.639130/2021-11,GERMED FARMACEUTICA LTDA - 45.992.062/0001-65,Ativo,12/2031
HALOPERIDOL,,HALOPERIDOL,REGISTRADO,125680228,25351.086274/2011-51,PRATI DONADUZZI & CIA LTDA - 73.856.593/0001-66,Ativo,01/2027
paracetamol + cafeína,,"PARACETAMOL, CAFEÍNA",REGISTRADO,105830569,25351.195863/2007-81,GERMED FARMACEUTICA LTDA - 45.992.062/0001-65,Ativo,11/2027
gabapentina,,GABAPENTINA,REGISTRADO,143810248,25351.545509/2019-46,CIMED INDUSTRIA S.A - 02.814.497/0001-07,Ativo,12/2029
desloratadina,,DESLORATADINA,REGISTRADO,183260063,25351.665015/2014-54,SANOFI MEDLEY FARMACÊUTICA LTDA. - 10.588.595/0010-92,Ativo,02/2027
DICLOFAN GEL,DICLOFAN®GEL,DICLOFENACO DIETILAMÔNIO,REGISTRADO,109630062,25351.234992/2009-64,THEODORO F SOBRAL & CIA LTDA - 06.597.801/0001-62,Ativo,07/2026
TECFIDERA,,fumarato de dimetila,REGISTRADO,169930004,25351.186118/2013-51,BIOGEN BRASIL PRODUTOS FARMACÊUTICOS LTDA - 07.986.222/0001-74,Ativo,04/2035
ONCODOX,,CLORIDRATO DE DOXORRUBICINA,REGISTRADO,115410010,25351.336923/2017-72,CIPLA BRASIL IMPORTADORA E DISTRIBUIDORA DE MEDICAMENTOS LTDA - 18.268.051/0001-64,Ativo,11/2029
HIDROCORTISONA,,HIDROCORTISONA,REGISTRADO,102350808,25351.408429/2005-13,EMS S/A - 57.507.378/0003-65,Ativo,04/2026
DAUF PASTA D'AGUA,,PASTA DE ÓXIDO DE ZINCO 25% C,NOTIFICADO,         ,,LABORATORIO TAYUYNA LTDA - 60.879.848/0001-64,Ativo,03/2035
Prebictal,,PREGABALINA,REGISTRADO,122140092,25351.207579/2013-80,ADIUM S.A. - 55.980.684/0001-27,Ativo,10/2029
BIOLME,,OLMESARTANA MEDOXOMILA,REGISTRADO,109740374,25351.435479/2024-28,BIOLAB SANUS FARMACÊUTICA LTDA - 49.475.833/0001-06,Ativo,02/2035
pregabalina,,PREGABALINA,REGISTRADO,155840682,25351.386465/2024-73,BRAINFARMA INDÚSTRIA QUÍMICA E FARMACÊUTICA S.A - 05.161.069/0001-10,Ativo,09/2034
CITANIC,,LEVOFLOXACINO HEMIIDRATADO,REGISTRADO,103700688,25351.296275/2011-36,LABORATÓRIO TEUTO BRASILEIRO S/A - 17.159.229/0001-76,Ativo,06/2026
levetiracetam,,LEVETIRACETAM,REGISTRADO,156510110,25351.830585/2021-79,ZYDUS NIKKHO FARMACÊUTICA LTDA - 05.254.971/0001-81,Ativo,12/2033
VARICOSS,,"CUMARINA, TROXERRUTINA",REGISTRADO,115600158,25351.018529/2003-81,CIFARMA CIENTÍFICA FARMACÊUTICA LTDA - 17.562.075/0001-69,Ativo,10/2025
XYLOPROCT,,"LIDOCAÍNA, ACETATO DE HIDROCORTISONA, OXIDO DE ZINCO, SUBACETATO DE ALUMÍNIO",REGISTRADO,137640159,25351.030201/2017-06,ASPEN PHARMA INDÚSTRIA FARMACÊUTICA LTDA - 02.433.631/0001-20,Ativo,08/2026
LIPIDEM,,"TRIGLICERÍDEOS DE CADEIA MÉDIA, ÓLEO DE SOJA, TRIGLICERÍDIOS C10-18",REGISTRADO,100850138,25351.508799/2006-22,LABORATORIOS B. BRAUN S/A - 31.673.254/0001-02,Ativo,05/2027
ZOLPROX,,AZITROMICINA DI-hIDRATADA,REGISTRADO,105350174,25351.717878/2011-51,LABORATÓRIO GLOBO SA - 17.115.437/0001-73,Ativo,10/2027
telmisartana,,TELMISARTANA,REGISTRADO,135170053,25351.002499/2015-73,Althaia S.A Indústria Farmacêutica - 48.344.725/0007-19,Ativo,01/2030
BIOHEPATON,,PEUMUS BOLDUS MOLINA,REGISTRADO,117170074,25351.176531/2009-78,PHARMASCIENCE INDUSTRIA FARMACEUTICA S.A - 25.773.037/0001-83,Ativo,01/2030
MYFOS,,FOSFOMICINA TROMETAMOL,REGISTRADO,114620043,25351.749074/2019-15,MYRALIS INDÚSTRIA FARMACÊUTICA LTDA - 17.440.261/0001-25,Ativo,02/2033
KOLIKDORON BABY,,"ATROPA BELLADONNA 4D, MATRICARIA CHAMOMILLA 3D, TABACUM 6D",NOTIFICADO,         ,,WELEDA DO BRASIL LABORATORIO E FARMACIA LTDA - 56.992.217/0001-80,Ativo,11/2034
